Word number;		Data 
 3255;			0x99893f3a
 3256;			0x47e49353
 3257;			0x5c73db66
 3258;			0x4578f70e
 3259;			0x15c66d02
 3260;			0x2eb10f4e
 3261;			0xd459eb78
 3262;			0xb4c5355
 3263;			0x1e840d13
 3264;			0x39fcd556
 3265;			0x8d3fab4e
 3266;			0x821fad21
 3267;			0xaf215f5d
 3268;			0xd10d9f3a
 3269;			0x43c15b40
 3270;			0xc5c18975
 3271;			0x20d58561
 3272;			0xa94e657f
 3273;			0xe7cac927
 3274;			0xccf49536
 3275;			0x23ed4d7e
 3276;			0x1a901b68
 3277;			0x9bfae378
 3278;			0x4057f70a
 3279;			0xba25fd5a
 3280;			0x68da3f43
 3281;			0x29c12b15
 3282;			0x2b545d76
 3283;			0x51fe5376
 3284;			0x8545bf07
 3285;			0x2c342755
 3286;			0xfa2adb25
 3287;			0xad8d313e
 3288;			0x57dc1956
 3289;			0xe066613f
 3290;			0x6a02f571
 3291;			0x8ec72f02
 3292;			0x67e94743
 3293;			0x820a4714
 3294;			0xbe42433c
 3295;			0x57308d1b
 3296;			0x7dbc3544
 3297;			0x5e91c14b
 3298;			0xcfdbd71e
 3299;			0x933e5364
 3300;			0xbc64ab2f
 3301;			0x5eaf6154
 3302;			0x42ee0f1e
 3303;			0x3882a334
 3304;			0x26c9213a
 3305;			0x2f545923
 3306;			0x9237e95a
 3307;			0xd730c736
 3308;			0xb634e76a
 3309;			0xef36e743
 3310;			0xf3748d4c
 3311;			0x61e2ef43
 3312;			0xa373d37
 3313;			0x4536d96a
 3314;			0x9c0bd725
 3315;			0xf5d40d41
 3316;			0x3c2da101
 3317;			0x15002d0a
 3318;			0x7c656108
 3319;			0xbcb4032b
 3320;			0xc4290b5a
 3321;			0x4e0d4526
 3322;			0xd8b71d17
 3323;			0xce8d8344
 3324;			0x9e1cf149
 3325;			0xf977df73
 3326;			0xfb0d1914
 3327;			0x575bb942
 3328;			0x7a84d900
 3329;			0x2f524d7e
 3330;			0x90f2522
 3331;			0x26a89302
 3332;			0xe0503938
 3333;			0x1aef3505
 3334;			0x55481954
 3335;			0xa5be0d7a
 3336;			0x1a7e2d11
 3337;			0xe6012742
 3338;			0xb7e45b3b
 3339;			0x8200c704
 3340;			0x9f430360
 3341;			0x55b1ed1a
 3342;			0x773ce546
 3343;			0x5f937949
 3344;			0x880beb51
 3345;			0xb306ed44
 3346;			0x5cecb73d
 3347;			0x869b370c
 3348;			0x12610f3b
 3349;			0x908f2152
 3350;			0x29ec230d
 3351;			0xf52153a
 3352;			0x1d659949
 3353;			0xbbd0ed49
 3354;			0x15b4b729
 3355;			0x34ae776b
 3356;			0x2ab7656f
 3357;			0x10d6d50b
 3358;			0x54328143
 3359;			0x9202cd16
 3360;			0xe3a0fb07
 3361;			0x9642af39
 3362;			0xe80896c
 3363;			0xd7b49731
 3364;			0x19b9eb78
 3365;			0x750e4336
 3366;			0x69dff31d
 3367;			0x9190537e
 3368;			0x89e64f04
 3369;			0x9bccf958
 3370;			0x8be6700
 3371;			0x690b1b14
 3372;			0x272d593e
 3373;			0x73c6c552
 3374;			0xb777f771
 3375;			0x40284344
 3376;			0xce6f6970
 3377;			0xbded9b3a
 3378;			0xdb99fd1b
 3379;			0x2fb4e301
 3380;			0xec17a92e
 3381;			0xd789e15f
 3382;			0x5bf1e50c
 3383;			0x651f0f4d
 3384;			0xdbd68364
 3385;			0x8777a16d
 3386;			0xaa83cf5c
 3387;			0x1576cd01
 3388;			0xb40f9f6f
 3389;			0x29575302
 3390;			0xf093eb2a
 3391;			0xdeb6ad0d
 3392;			0xe248ed7e
 3393;			0x1540fd19
 3394;			0xca5e553b
 3395;			0xacfcf03
 3396;			0xde3f5b62
 3397;			0x8f322b4e
 3398;			0xa0efc928
 3399;			0xa7b5cf8f
 3400;			0x4c318703
 3401;			0x1f1d698
 3402;			0x53b0458f
 3403;			0x396c7d9c
 3404;			0xd58cd3a0
 3405;			0xce676683
 3406;			0xe235d294
 3407;			0x41a6df8b
 3408;			0xaca96b94
 3409;			0x5b25159c
 3410;			0xb89a07bc
 3411;			0x3b5de7b9
 3412;			0x8c7264af
 3413;			0xf3849891
 3414;			0x73b75584
 3415;			0x8bd059bb
 3416;			0xe5c55e92
 3417;			0xb1d232b5
 3418;			0x448e88b5
 3419;			0xa8fe19b4
 3420;			0xb48a089c
 3421;			0x67b42b8a
 3422;			0x5cef27b6
 3423;			0xde39e996
 3424;			0xfd739bbf
 3425;			0x4923ccaf
 3426;			0xe15e51a5
 3427;			0x7771098d
 3428;			0x3deeb86
 3429;			0xf9916998
 3430;			0x7bbfd2ae
 3431;			0xd85a6d9e
 3432;			0xb3af37a4
 3433;			0xf1e3ed8c
 3434;			0x72ab3894
 3435;			0x7393dc9c
 3436;			0x2288ada8
 3437;			0x14245497
 3438;			0x5990caa1
 3439;			0x3d065597
 3440;			0xc35488b6
 3441;			0xffca9c82
 3442;			0xf8ef391a
 3443;			0x92a22154
 3444;			0x494fe964
 3445;			0x84c5d35
 3446;			0xb9dd591a
 3447;			0x8b94370a
 3448;			0x752efb3c
 3449;			0xcc25d96a
 3450;			0xe5cfed74
 3451;			0x9fe49155
 3452;			0x4364ad2b
 3453;			0xdd96815e
 3454;			0x4eef8167
 3455;			0x1b50ff31
 3456;			0x171134b
 3457;			0x17c70733
 3458;			0xfd65cd58
 3459;			0x3d5f9906
 3460;			0x735ced40
 3461;			0x85b9271a
 3462;			0xddaf095b
 3463;			0x4c484d2e
 3464;			0x14c7150f
 3465;			0x6e0cc927
 3466;			0xaf94b56c
 3467;			0xc1df497a
 3468;			0x66401127
 3469;			0x8360b528
 3470;			0x6bcfd74e
 3471;			0x4c411162
 3472;			0xabe6b754
 3473;			0x6d4a3752
 3474;			0xda2b97e
 3475;			0x6d142f5e
 3476;			0x98023f3f
 3477;			0xac0ef93f
 3478;			0x88c67b4e
 3479;			0x54c24376
 3480;			0x55806368
 3481;			0xa6c2e300
 3482;			0x2393ab0d
 3483;			0x3dd3fd4b
 3484;			0x9c28eb6b
 3485;			0x2d949759
 3486;			0xfd106770
 3487;			0xd89e7d17
 3488;			0x708ad76d
 3489;			0x10bc1954
 3490;			0x97260f25
 3491;			0x3b046f73
 3492;			0x1e232725
 3493;			0x3bb8333b
 3494;			0x84db5170
 3495;			0xcb7b2528
 3496;			0x244b0924
 3497;			0x97f94f35
 3498;			0xc8bb8348
 3499;			0x61cf775e
 3500;			0xdff74f3d
 3501;			0xc5d99f0c
 3502;			0x37f72550
 3503;			0xac0b892b
 3504;			0x29d9a937
 3505;			0xab64674c
 3506;			0x318f333e
 3507;			0xc788a52c
 3508;			0x2e1dad63
 3509;			0xb98fdf68
 3510;			0x270e0b06
 3511;			0xc140eb48
 3512;			0xbb20c327
 3513;			0xc2e00d27
 3514;			0xdde67502
 3515;			0xf653d27
 3516;			0xe34a34c
 3517;			0xd9a95f2a
 3518;			0xa2041127
 3519;			0xd7c3160
 3520;			0x63d4513e
 3521;			0x58ca3519
 3522;			0xbfaa1760
 3523;			0xf12b7f74
 3524;			0xa22497c
 3525;			0x4bedd97a
 3526;			0xea0f331b
 3527;			0x3fa89551
 3528;			0xd89c1b67
 3529;			0xc4eafd2d
 3530;			0x90e98948
 3531;			0x111d8159
 3532;			0x6c0f0f5a
 3533;			0x296d2134
 3534;			0xb2750902
 3535;			0x537d995b
 3536;			0xe498e759
 3537;			0x9627750a
 3538;			0x84f8e70f
 3539;			0xa773113c
 3540;			0x742a6d5b
 3541;			0x8e30b963
 3542;			0x4f4f7978
 3543;			0x4e4af354
 3544;			0x7500c544
 3545;			0x212d7f47
 3546;			0x748a9328
 3547;			0x2e597f5d
 3548;			0x5ce89f23
 3549;			0xe99f1f54
 3550;			0x5a30cd0c
 3551;			0xa8cad934
 3552;			0xb00a9113
 3553;			0xc26d345
 3554;			0x52930151
 3555;			0xd63d2d0d
 3556;			0x1dcaeb7f
 3557;			0xd36dc515
 3558;			0xafced310
 3559;			0x5a488f21
 3560;			0xc9db1967
 3561;			0x9396a15f
 3562;			0x6c03c931
 3563;			0xd0429507
 3564;			0x6d1e0926
 3565;			0x7b352b27
 3566;			0x8227b97d
 3567;			0xe288793c
 3568;			0xc34cd349
 3569;			0xd231f15b
 3570;			0x6006d302
 3571;			0x4a1e3352
 3572;			0xd7536f3e
 3573;			0x76f9f0a
 3574;			0x59de4d0c
 3575;			0xe76170e
 3576;			0x496fc161
 3577;			0xef29e56d
 3578;			0xf2a7832d
 3579;			0x7f97704
 3580;			0xbd728f61
 3581;			0x97d7351e
 3582;			0xb200876c
 3583;			0x57cec158
 3584;			0x234d52f
 3585;			0x4f6cd358
 3586;			0xea1ff56f
 3587;			0xdf064f38
 3588;			0x52d3b41
 3589;			0x9e82ed03
 3590;			0x37a68f6f
 3591;			0x198ab723
 3592;			0xebb1bb1c
 3593;			0x9621d514
 3594;			0x8a717163
 3595;			0xf45c911d
 3596;			0xa888f939
 3597;			0xdfd03b68
 3598;			0xf962d32c
 3599;			0x8165c168
 3600;			0xc6eff356
 3601;			0xcc881533
 3602;			0x12a4bb60
 3603;			0xc960b34e
 3604;			0x36f8b765
 3605;			0xf0032b23
 3606;			0xb8dc5d58
 3607;			0xf78fe557
 3608;			0xc2ca0b43
 3609;			0x9ac13f30
 3610;			0x41f83d23
 3611;			0x92ff298b
 3612;			0xdfef8d07
 3613;			0x25528d7f
 3614;			0x61d75d72
 3615;			0x54d89b66
 3616;			0x5a762d18
 3617;			0x252cda9e
 3618;			0x8b615cad
 3619;			0xd26957ab
 3620;			0x69eca390
 3621;			0xb4473baa
 3622;			0x4d967397
 3623;			0x186d4bb2
 3624;			0x5068cebd
 3625;			0xe1dea88
 3626;			0xb655a18b
 3627;			0xf15e92b8
 3628;			0x892b2db8
 3629;			0xb397fba1
 3630;			0x14270fae
 3631;			0x7b603bb6
 3632;			0x9ce4cbba
 3633;			0x4ed57db8
 3634;			0x145886be
 3635;			0x3b228d90
 3636;			0x5997e194
 3637;			0xb89152ad
 3638;			0x2d5b7a87
 3639;			0x814af1a1
 3640;			0xc72fb787
 3641;			0xa6a680bd
 3642;			0x2550e383
 3643;			0x51f59d84
 3644;			0xbbf5d19f
 3645;			0x26457da5
 3646;			0xbd9d5194
 3647;			0xeaa9a684
 3648;			0x25b079a6
 3649;			0x43c2ce9e
 3650;			0x956a3fab
 3651;			0x5d158195
 3652;			0x97c27bad
 3653;			0x4a283a89
 3654;			0x2c1e328b
 3655;			0x77756494
 3656;			0xb855c59a
 3657;			0x6fcd0282
 3658;			0xad8bd4a5
 3659;			0x95c193a3
 3660;			0x31dee092
 3661;			0xc12b48b3
 3662;			0x6f94354
 3663;			0xa124892b
 3664;			0x3b997912
 3665;			0x298f8749
 3666;			0xe2df0751
 3667;			0x75b716c
 3668;			0xfd618f7e
 3669;			0xb1fc5548
 3670;			0xf4c70546
 3671;			0x1140e140
 3672;			0x8fc7871e
 3673;			0x386a0910
 3674;			0xc4d7e53e
 3675;			0x12e67371
 3676;			0xcee57f02
 3677;			0x7d706d56
 3678;			0xa056d130
 3679;			0x1c80966
 3680;			0xb33016a
 3681;			0x55478363
 3682;			0x3efff117
 3683;			0x5986b37b
 3684;			0xf1ece556
 3685;			0x3c9d1777
 3686;			0xf560e76f
 3687;			0x7dddf556
 3688;			0x75878760
 3689;			0xe34c0743
 3690;			0x365b5324
 3691;			0xbd40077a
 3692;			0x7eaccd44
 3693;			0x45fd2525
 3694;			0x56d4e14c
 3695;			0x8b896b4e
 3696;			0x7454132b
 3697;			0xb9f03f70
 3698;			0x4e5f7706
 3699;			0x63a5530b
 3700;			0x6a045f45
 3701;			0xa3616754
 3702;			0x2b794d77
 3703;			0xa9767577
 3704;			0xd500f367
 3705;			0xd88e215c
 3706;			0xda37837d
 3707;			0xaa10b753
 3708;			0x24d70746
 3709;			0xf7bfc10b
 3710;			0x8583596a
 3711;			0x8869c702
 3712;			0x1d88b49
 3713;			0x20392570
 3714;			0xc10a3340
 3715;			0x6f5c0132
 3716;			0xbb750b36
 3717;			0xc2f50359
 3718;			0x77ecd772
 3719;			0x5a24f732
 3720;			0x2721ff42
 3721;			0xe642af50
 3722;			0x3fa1ef7f
 3723;			0xc97abd36
 3724;			0xc9a6fb5c
 3725;			0x8c9d5164
 3726;			0xbbfc0910
 3727;			0xe801b139
 3728;			0x1ea82729
 3729;			0x5978eb6c
 3730;			0x854bc170
 3731;			0xf2eb710e
 3732;			0xc4859525
 3733;			0x4a55b5a
 3734;			0xc8a11348
 3735;			0x30387f66
 3736;			0xf1e29321
 3737;			0xfa1c5f7d
 3738;			0xb7f39337
 3739;			0xaa96193a
 3740;			0x72fb0918
 3741;			0x2f803b01
 3742;			0xafff1129
 3743;			0xc6f4cf1d
 3744;			0xb157c918
 3745;			0xed187d6d
 3746;			0x6f991f49
 3747;			0x3a4ed91f
 3748;			0xf5612d48
 3749;			0xbffdff68
 3750;			0x3590b549
 3751;			0x3da13b31
 3752;			0x7c276d5a
 3753;			0x32860779
 3754;			0x60305126
 3755;			0xdf375150
 3756;			0x59bdf12
 3757;			0xb344e322
 3758;			0xbb947763
 3759;			0xb709ad56
 3760;			0x8e880975
 3761;			0xcee57718
 3762;			0x5a78b739
 3763;			0xb1e2f335
 3764;			0xe04eef5e
 3765;			0xc2917178
 3766;			0x69c61574
 3767;			0xfbaab51
 3768;			0x5c124735
 3769;			0x14550b6c
 3770;			0xce261b41
 3771;			0x3a14eb3f
 3772;			0x296ae132
 3773;			0xa873330f
 3774;			0x1f0b4142
 3775;			0x8fa9596c
 3776;			0xa646a92c
 3777;			0x1d8c4370
 3778;			0x222cf1f
 3779;			0x71ca710f
 3780;			0xa75f3319
 3781;			0x51226731
 3782;			0x9e2fb14a
 3783;			0x381c532c
 3784;			0x6c1a613a
 3785;			0x89f14528
 3786;			0xcabbfb4b
 3787;			0xe6bd8577
 3788;			0x7a93b917
 3789;			0xede93f56
 3790;			0x3fef554a
 3791;			0x16e6f148
 3792;			0x712d6540
 3793;			0xec47ed7a
 3794;			0xa0a51b01
 3795;			0x4213fd2a
 3796;			0xbce69329
 3797;			0xae94f567
 3798;			0xb5e4f111
 3799;			0x9170714b
 3800;			0x3eae0109
 3801;			0xb689174
 3802;			0x2dbdd929
 3803;			0xa5e6d39
 3804;			0x8480d713
 3805;			0x700ed33e
 3806;			0x4fb1f96b
 3807;			0x8cc72f06
 3808;			0x2e858d77
 3809;			0xdb1e9727
 3810;			0x85b95346
 3811;			0xb7541b37
 3812;			0x7a6f6915
 3813;			0x4033335d
 3814;			0x8bca6162
 3815;			0xf7f86768
 3816;			0xa108756a
 3817;			0x9e210f36
 3818;			0x59695958
 3819;			0x460f1711
 3820;			0xbb43e550
 3821;			0xa57d075e
 3822;			0xa7e8756b
 3823;			0xca81c532
 3824;			0x9944e958
 3825;			0x48472f0c
 3826;			0x1b38af30
 3827;			0x507b0953
 3828;			0xc3ea4b5b
 3829;			0xf9dfa081
 3830;			0xdea606ae
 3831;			0x2be0879f
 3832;			0xaf3d8f9d
 3833;			0xe87d50af
 3834;			0x8f59e8e
 3835;			0x88b9bb92
 3836;			0xa8d01f9a
 3837;			0x1b8a1aab
 3838;			0xa79a9291
 3839;			0xaa5c5686
 3840;			0x48d1f9bd
 3841;			0xd0ff9898
 3842;			0x749e4c9e
 3843;			0x513c089c
 3844;			0x7cad5086
 3845;			0xd775f091
 3846;			0xed51b793
 3847;			0xf294a82
 3848;			0x305ae2bc
 3849;			0x6f94ca87
 3850;			0xbc18a99f
 3851;			0x332cd18f
 3852;			0xaf3e1791
 3853;			0xa97fcdb9
 3854;			0xdcff8a7
 3855;			0xec357e8e
 3856;			0x301436b1
 3857;			0xcafa60ae
 3858;			0x615f7cb6
 3859;			0xd5dd16b8
 3860;			0x3be0ac82
 3861;			0x6db4f39d
 3862;			0x7e85eaa5
 3863;			0x89232f9d
 3864;			0x6591a1
 3865;			0xb0f1e7ae
 3866;			0xba4d8c84
 3867;			0xeebf74ae
 3868;			0xc9e0168a
 3869;			0xe219fa97
 3870;			0x981773ba
 3871;			0x8ffa29b2
 3872;			0xbcd60a1
 3873;			0x20a55e95
 3874;			0xd1d4c893
 3875;			0xf8225ead
 3876;			0x29539cae
 3877;			0x81541164
 3878;			0xfbf1d38
 3879;			0x6d5be133
 3880;			0x8718e710
 3881;			0x19af3b6f
 3882;			0x8c87a52d
 3883;			0x3a174f7f
 3884;			0xfe8a9546
 3885;			0x6898bb1e
 3886;			0xfde15b3a
 3887;			0x6ba41d60
 3888;			0xc474a176
 3889;			0x409cd529
 3890;			0x3b822f7a
 3891;			0xa74c8754
 3892;			0xe4d9c307
 3893;			0x2960f577
 3894;			0xcbe8d706
 3895;			0x28c0057c
 3896;			0x41c58b52
 3897;			0x3210310b
 3898;			0x3268162
 3899;			0xf2b29d57
 3900;			0x96c5f945
 3901;			0x46bb16d
 3902;			0x1e7c342
 3903;			0xbda8c550
 3904;			0x22c69925
 3905;			0x116c2506
 3906;			0xe3cf275e
 3907;			0xe9222123
 3908;			0xcf87ff18
 3909;			0x86827f15
 3910;			0xc428e17e
 3911;			0x43545b53
 3912;			0xea8a975a
 3913;			0xb6cee549
 3914;			0x545c3b6e
 3915;			0x26f16d6f
 3916;			0x84f94522
 3917;			0x48032b5b
 3918;			0xd45d2d10
 3919;			0x1b6dd950
 3920;			0x1d91950f
 3921;			0x16c7f729
 3922;			0xbbbee544
 3923;			0x8b4d852c
 3924;			0xc6d2f52c
 3925;			0xb40d4553
 3926;			0x1809db6b
 3927;			0xd82353f
 3928;			0xf15cef68
 3929;			0x498bd52c
 3930;			0xd8cac51b
 3931;			0xb4ddb772
 3932;			0xbe6bd76a
 3933;			0x9afb17f
 3934;			0xc3cd616d
 3935;			0x2b9cbd78
 3936;			0xfabca77e
 3937;			0x9c470f
 3938;			0x3514ef65
 3939;			0x9acce146
 3940;			0x67b14306
 3941;			0x3700154f
 3942;			0xaaf26304
 3943;			0x5a303517
 3944;			0xb9e2e542
 3945;			0xe0702f55
 3946;			0x3d10055a
 3947;			0xab221d73
 3948;			0x384aa916
 3949;			0xcae5355
 3950;			0xa1813316
 3951;			0xb27b2541
 3952;			0xad1ee12f
 3953;			0xa26a7d64
 3954;			0x8c89b522
 3955;			0xc8c7e358
 3956;			0x9fd14947
 3957;			0x2394ef41
 3958;			0x3d1e977b
 3959;			0xc6ff034d
 3960;			0x8275ad2a
 3961;			0x29d01f50
 3962;			0xf397077d
 3963;			0x974d572a
 3964;			0x957f4725
 3965;			0xa868b92a
 3966;			0x471a8537
 3967;			0x6c270302
 3968;			0xecf7f304
 3969;			0x7d87b5f
 3970;			0x38fdeb20
 3971;			0xc9163f15
 3972;			0xd175837a
 3973;			0xea748921
 3974;			0xae79cf52
 3975;			0x7a36f54c
 3976;			0x35437f6e
 3977;			0x2b472f55
 3978;			0xb03abf6b
 3979;			0xcc9abb5c
 3980;			0x6a4c031e
 3981;			0x5815f157
 3982;			0x245e353
 3983;			0x2ef58f58
 3984;			0x18bbc155
 3985;			0x8f0bfb58
 3986;			0x22ec3120
 3987;			0x88945357
 3988;			0x1329cd1e
 3989;			0x42881160
 3990;			0xe7dccb18
 3991;			0x1a02f73c
 3992;			0xf2c3528
 3993;			0x6ddc7d64
 3994;			0x8806ed2a
 3995;			0x259a5d62
 3996;			0x258e9f51
 3997;			0xa76fc746
 3998;			0x65d8b74f
 3999;			0xeb817d76
 4000;			0xa8b81f52
 4001;			0xb9ea211e
 4002;			0x4d59b35e
 4003;			0x2e281d6b
 4004;			0xf05a9f67
 4005;			0xd80f711
 4006;			0xcecdf974
 4007;			0x6ba70563
 4008;			0xe8ff170
 4009;			0x363e6324
 4010;			0x8c50e534
 4011;			0x9f701947
 4012;			0xf0111d5d
 4013;			0x36d1a32c
 4014;			0x6c76793f
 4015;			0x9272815f
 4016;			0xcd28fd25
 4017;			0x86515d2b
 4018;			0x62c4c13c
 4019;			0xdb217b6c
 4020;			0xa9706b0d
 4021;			0xe529b921
 4022;			0x4a1b7f07
 4023;			0x7c820101
 4024;			0x65b3d57a
 4025;			0x8bbcbb47
 4026;			0x132cff28
 4027;			0xc824fb51
 4028;			0xbe090766
 4029;			0x13307942
 4030;			0x3c44cd51
 4031;			0x3e632f7c
 4032;			0x7a7b2330
 4033;			0x8aea435a
 4034;			0xf92d2b2e
 4035;			0x4bdb1531
 4036;			0x3b559d4d
 4037;			0xafbb709
 4038;			0x8a8cef16
 4039;			0x68548562
 4040;			0xf89f7764
 4041;			0x97cd9367
 4042;			0x1634cb65
 4043;			0x7f504117
 4044;			0x563a0b65
 4045;			0x18f73b64
 4046;			0x8ce3978
 4047;			0x74bd73ad
 4048;			0xc4c8af07
 4049;			0x98357f36
 4050;			0xa8f8f560
 4051;			0x24d16314
 4052;			0x3bcf891f
 4053;			0xa513593f
 4054;			0x1b774361
 4055;			0x34f42b36
 4056;			0x1dbc2953
 4057;			0x65a0351
 4058;			0x5ebb44
 4059;			0x4fd4197b
 4060;			0xdb112737
 4061;			0x28f252b
 4062;			0xdbbb972a
 4063;			0x84ba7173
 4064;			0xb13bbb38
 4065;			0xe56fc926
 4066;			0xe9735f
 4067;			0xd88a3508
 4068;			0xa7676d69
 4069;			0xbcc7345
 4070;			0x82099f0e
 4071;			0x62f85564
 4072;			0xa31c4b15
 4073;			0x931e672f
 4074;			0x273c375b
 4075;			0x2f9f3564
 4076;			0xc492752f
 4077;			0xdc391511
 4078;			0x703bbb3b
 4079;			0xb34f3b32
 4080;			0xf14e655c
 4081;			0x432e135a
 4082;			0xd3420f21
 4083;			0xa7e16749
 4084;			0x452a5532
 4085;			0xe65553e
 4086;			0xa8d4df4d
 4087;			0x1910c50d
 4088;			0xb888c332
 4089;			0x64f6593a
 4090;			0xb1a65d5f
 4091;			0xe6b00573
 4092;			0xff544339
 4093;			0x621eff48
 4094;			0xf11e8f7c
 4095;			0x56ae750f
